complaint_id,language,region,complaint_text,translated_text_en,category,sentiment,urgency,order_id,amount_inr,channel,reply
C0012,hi,Hyderabad,"कृपया मेरा रिफंड जल्दी प्रोसेस करें, काफी दिन हो गए हैं।",Customer reports a refund request issue involving about ₹8540 and wants a quick resolution.,refund_request,negative,low,3683878,8540,email,"We are sorry for the delay, your refund is being processed on priority."
C0013,en,Hyderabad,"Got damaged item, I want quick replacement please.","Got damaged item, I want quick replacement please.",damaged_product,neutral,medium,8113429,3680,app,"Sorry you got a damaged product, we will arrange pickup and refund or replacement."
C0014,en,Bengaluru,"My order is still not delivered even after 2 days, please check. This is very urgent for me.","My order is still not delivered even after 2 days, please check. This is very urgent for me.",delivery_issue,negative,high,9609826,2270,phone,"Sorry for the delay, we are checking your delivery status and will update soon."
C0015,en,Hyderabad,UPI payment failed but money is debited from my bank.,UPI payment failed but money is debited from my bank.,payment_issue,negative,high,4643024,15700,app,"Sorry about the payment problem, we are verifying the transaction and will resolve it quickly."
C0016,hinglish,Delhi,UPI payment failed dikhaya but amount bank se cut ho gaya. Ye mere liye kaafi urgent hai.,Customer reports a payment issue issue involving about ₹5660 and wants a quick resolution.,payment_issue,negative,medium,8565230,5660,app,"Sorry about the payment problem, we are verifying the transaction and will resolve it quickly."
C0017,hi,Ahmedabad,"स्क्रीन पर पहले से ही क्रैक है, नया नहीं लग रहा।",Customer reports a damaged product issue involving about ₹3990 and wants a quick resolution.,damaged_product,negative,low,7644795,3990,online,"Sorry you got a damaged product, we will arrange pickup and refund or replacement."
C0018,en,Mumbai,"Card swiped once but amount charged twice, this is not okay. Please help quickly.","Card swiped once but amount charged twice, this is not okay. Please help quickly.",payment_issue,negative,high,4676289,2220,branch,"Sorry about the payment problem, we are verifying the transaction and will resolve it quickly."
C0019,en,Hyderabad,Video buffering ho raha hai even on good Wi‑Fi. This is very urgent for me.,Video buffering ho raha hai even on good Wi‑Fi. This is very urgent for me.,technical_issue,negative,high,1531001,2360,email,"We apologize, please share a screenshot and we will troubleshoot this quickly."
C0020,en,Bengaluru,"Listing shows something else, you sent the wrong item.","Listing shows something else, you sent the wrong item.",wrong_product,negative,medium,7559598,4000,chat,"Sorry you received the wrong item, please raise a return so we can replace or refund it."
C0021,hinglish,Hyderabad,"Please mera refund jaldi process karo, kaafi din ho gaye. Ye mere liye kaafi urgent hai.",Customer reports a refund request issue involving about ₹7600 and wants a quick resolution.,refund_request,negative,medium,4674962,7600,chat,"Apologies, we are following up on your refund and will share a clear timeline soon."
C0022,hi,Lucknow,"मोबाइल नंबर अपडेट नहीं हो रहा, बार‑बार एरर आता है।",Customer reports a account issue issue involving about ₹940 and wants a quick resolution.,account_issue,negative,high,1670589,940,phone,"We apologize, please verify your details and we will fix the account issue shortly."
C0023,en,Pune,App keeps crashing whenever I try to pay. This is very urgent for me.,App keeps crashing whenever I try to pay. This is very urgent for me.,technical_issue,neutral,low,332665,4470,chat,"We apologize, please share a screenshot and we will troubleshoot this quickly."
C0024,hinglish,Kolkata,"Account suddenly blocked dikha raha hai, UPI bilkul kaam nahi kar raha.",Customer reports a account issue issue involving about ₹730 and wants a quick resolution.,account_issue,negative,high,9489230,730,chat,"Sorry for the trouble with your account, we are reviewing it and will restore access soon."
C0025,hi,Pune,"नेटवर्क अचानक चला जाता है, कॉल ड्रॉप हो रही है। इसे जल्द से जल्द ठीक करें।",Customer reports a technical issue issue involving about ₹3420 and wants a quick resolution.,technical_issue,negative,low,8165915,3420,online,"Sorry for the technical issue, our team is checking this and will fix it soon."
C0026,hinglish,Mumbai,"Account suddenly blocked dikha raha hai, UPI bilkul kaam nahi kar raha. Ye mere liye kaafi urgent hai.",Customer reports a account issue issue involving about ₹620 and wants a quick resolution.,account_issue,negative,high,3409533,620,branch,"Sorry for the trouble with your account, we are reviewing it and will restore access soon."
C0027,hi,Kolkata,पार्सल खोलते ही प्रोडक्ट टूटा हुआ निकला।,Customer reports a damaged product issue involving about ₹9300 and wants a quick resolution.,damaged_product,negative,medium,8755082,9300,phone,"Sorry you got a damaged product, we will arrange pickup and refund or replacement."
C0028,hi,Bengaluru,"स्क्रीन पर पहले से ही क्रैक है, नया नहीं लग रहा। यह मेरे लिए काफी urgent है।",Customer reports a damaged product issue involving about ₹9130 and wants a quick resolution.,damaged_product,negative,high,6600069,9130,branch,"Sorry you got a damaged product, we will arrange pickup and refund or replacement."
C0029,hinglish,Chennai,"Jo order kiya tha woh nahi, bilkul alag product bhej diya. Isko jaldi resolve karo please.",Customer reports a wrong product issue involving about ₹2790 and wants a quick resolution.,wrong_product,negative,medium,2495609,2790,branch,We apologize for the mix‑up and will arrange an easy return with refund.
C0030,hinglish,Lucknow,Delivery marked ho gaya hai lekin mujhe kuch receive nahi hua. Ye mere liye kaafi urgent hai.,Customer reports a delivery issue issue involving about ₹2060 and wants a quick resolution.,delivery_issue,negative,low,5518345,2060,phone,"Sorry for the delay, we are checking your delivery status and will update soon."
C0031,hi,Kolkata,बिल पे किया फिर भी ऐप में पेंडिंग दिखा रहा है। इसे जल्द से जल्द ठीक करें।,Customer reports a payment issue issue involving about ₹14980 and wants a quick resolution.,payment_issue,negative,high,6609837,14980,online,"We understand your concern, our payments team is checking this and will update you shortly."
C0032,en,Pune,UPI payment failed but money is debited from my bank. Kindly fix this soon.,UPI payment failed but money is debited from my bank. Kindly fix this soon.,payment_issue,negative,high,6651673,12020,online,"Sorry about the payment problem, we are verifying the transaction and will resolve it quickly."
C0033,en,Pune,"Network drops every few minutes, calls not stable.","Network drops every few minutes, calls not stable.",technical_issue,negative,high,4947927,280,app,"Sorry for the technical issue, our team is checking this and will fix it soon."
C0034,en,Chennai,"Network drops every few minutes, calls not stable. This is very urgent for me.","Network drops every few minutes, calls not stable. This is very urgent for me.",technical_issue,negative,high,9647994,420,chat,"Sorry for the technical issue, our team is checking this and will fix it soon."
C0035,en,Mumbai,"Got the wrong product in the box, this is not mine. This is very urgent for me.","Got the wrong product in the box, this is not mine. This is very urgent for me.",wrong_product,negative,low,3370612,2620,app,"Sorry you received the wrong item, please raise a return so we can replace or refund it."
C0036,en,Lucknow,"Got the wrong product in the box, this is not mine. This is very urgent for me.","Got the wrong product in the box, this is not mine. This is very urgent for me.",wrong_product,negative,low,5869126,570,online,"Sorry you received the wrong item, please raise a return so we can replace or refund it."
C0037,hi,Lucknow,"मैंने कुछ और मंगवाया था, बॉक्स में पूरी तरह दूसरा सामान है। इसे जल्द से जल्द ठीक करें।",Customer reports a wrong product issue involving about ₹480 and wants a quick resolution.,wrong_product,negative,high,8162992,480,phone,We apologize for the mix‑up and will arrange an easy return with refund.
C0038,hinglish,Lucknow,Mobile number change karne ka option error de raha hai.,Customer reports a account issue issue involving about ₹40 and wants a quick resolution.,account_issue,negative,medium,8936100,40,email,"Sorry for the trouble with your account, we are reviewing it and will restore access soon."
C0039,en,Delhi,"Listing shows something else, you sent the wrong item.","Listing shows something else, you sent the wrong item.",wrong_product,negative,medium,4294165,4510,phone,"Sorry you received the wrong item, please raise a return so we can replace or refund it."
C0040,hinglish,Chennai,"Network bar bar drop ho raha hai, calls cut ho ja rahe hain. Ye mere liye kaafi urgent hai.",Customer reports a technical issue issue involving about ₹350 and wants a quick resolution.,technical_issue,negative,high,5058655,350,phone,"Sorry for the technical issue, our team is checking this and will fix it soon."
C0041,hi,Lucknow,"मैंने कुछ और मंगवाया था, बॉक्स में पूरी तरह दूसरा सामान है।",Customer reports a wrong product issue involving about ₹2280 and wants a quick resolution.,wrong_product,neutral,medium,7140554,2280,email,We apologize for the mix‑up and will arrange an easy return with refund.
C0042,hinglish,Lucknow,"Network bar bar drop ho raha hai, calls cut ho ja rahe hain. Isko jaldi resolve karo please.",Customer reports a technical issue issue involving about ₹1640 and wants a quick resolution.,technical_issue,negative,medium,8250066,1640,chat,"We apologize, please share a screenshot and we will troubleshoot this quickly."
C0043,hi,Hyderabad,बिल पे किया फिर भी ऐप में पेंडिंग दिखा रहा है। यह मेरे लिए काफी urgent है।,Customer reports a payment issue issue involving about ₹7190 and wants a quick resolution.,payment_issue,negative,high,1577797,7190,email,"Sorry about the payment problem, we are verifying the transaction and will resolve it quickly."
C0044,hinglish,Bengaluru,"Photo mein kuch aur tha, parcel mein kuch aur nikla.",Customer reports a wrong product issue involving about ₹1610 and wants a quick resolution.,wrong_product,negative,medium,1272963,1610,email,"Sorry you received the wrong item, please raise a return so we can replace or refund it."
C0045,hi,Delhi,कॉल बैक का वादा किया था लेकिन किसी ने फोन नहीं किया।,Customer reports a customer service issue issue involving about ₹4860 and wants a quick resolution.,customer_service_issue,neutral,low,987705,4860,online,"We apologize for the poor support, we are assigning this to a senior agent now."
C0046,hi,Pune,डिलीवरी मार्क हो गया पर घर पर कुछ नहीं मिला।,Customer reports a delivery issue issue involving about ₹1510 and wants a quick resolution.,delivery_issue,neutral,medium,9088733,1510,branch,"Sorry for the delay, we are checking your delivery status and will update soon."
C0047,hi,Mumbai,"मोबाइल नंबर अपडेट नहीं हो रहा, बार‑बार एरर आता है।",Customer reports a account issue issue involving about ₹290 and wants a quick resolution.,account_issue,negative,medium,4903948,290,online,"Sorry for the trouble with your account, we are reviewing it and will restore access soon."
C0048,en,Jaipur,"Screen cracked on arrival, this looks used already.","Screen cracked on arrival, this looks used already.",damaged_product,negative,low,512086,9050,phone,"Sorry you got a damaged product, we will arrange pickup and refund or replacement."
C0049,en,Hyderabad,"My account is blocked suddenly, I can't do any payment.","My account is blocked suddenly, I can't do any payment.",account_issue,negative,high,4994911,800,email,"We apologize, please verify your details and we will fix the account issue shortly."
C0050,hi,Lucknow,डिलीवरी मार्क हो गया पर घर पर कुछ नहीं मिला।,Customer reports a delivery issue issue involving about ₹2890 and wants a quick resolution.,delivery_issue,neutral,low,8991582,2890,online,"Sorry for the delay, we are checking your delivery status and will update soon."
C0051,en,Kolkata,Size and color both are different from what I selected. Please help quickly.,Size and color both are different from what I selected. Please help quickly.,wrong_product,negative,medium,7249104,2660,app,We apologize for the mix‑up and will arrange an easy return with refund.
C0052,hi,Delhi,कलर और साइज दोनों गलत भेज दिए गए हैं। यह मेरे लिए काफी urgent है।,Customer reports a wrong product issue involving about ₹2010 and wants a quick resolution.,wrong_product,negative,high,7689406,2010,phone,We apologize for the mix‑up and will arrange an easy return with refund.
C0053,hi,Bengaluru,कैंसिलेशन के बाद भी रिफंड स्टेटस अपडेट नहीं हुआ है।,Customer reports a refund request issue involving about ₹10420 and wants a quick resolution.,refund_request,negative,high,6089253,10420,app,"We are sorry for the delay, your refund is being processed on priority."
C0054,en,Bengaluru,App keeps crashing whenever I try to pay. Kindly fix this soon.,App keeps crashing whenever I try to pay. Kindly fix this soon.,technical_issue,negative,medium,2807279,3070,chat,"We apologize, please share a screenshot and we will troubleshoot this quickly."
C0055,hinglish,Pune,Delivery marked ho gaya hai lekin mujhe kuch receive nahi hua.,Customer reports a delivery issue issue involving about ₹1520 and wants a quick resolution.,delivery_issue,positive,medium,7424604,1520,app,"We apologize for the delivery issue, our team is coordinating with the courier right now."
C0056,en,Delhi,"Bottle leaked inside the packet, everything is sticky.","Bottle leaked inside the packet, everything is sticky.",damaged_product,positive,medium,1081522,18440,chat,"We regret this issue, kindly raise a return and we will process it quickly."
C0057,hi,Kolkata,"कार्ड से एक बार पेमेंट किया, स्टेटमेंट में डबल एंट्री दिख रही है।",Customer reports a payment issue issue involving about ₹17130 and wants a quick resolution.,payment_issue,negative,high,3509409,17130,branch,"Sorry about the payment problem, we are verifying the transaction and will resolve it quickly."
C0058,hi,Chennai,पार्सल खोलते ही प्रोडक्ट टूटा हुआ निकला। इसे जल्द से जल्द ठीक करें।,Customer reports a damaged product issue involving about ₹11220 and wants a quick resolution.,damaged_product,negative,low,7491437,11220,branch,"We regret this issue, kindly raise a return and we will process it quickly."
C0059,hinglish,Chennai,"Customer care ko 1 baar call kiya, bas template type answer mil raha hai. Please jaldi help karo.",Customer reports a customer service issue issue involving about ₹2040 and wants a quick resolution.,customer_service_issue,negative,high,2752909,2040,email,"We apologize for the poor support, we are assigning this to a senior agent now."
C0060,hinglish,Ahmedabad,Delivery marked ho gaya hai lekin mujhe kuch receive nahi hua. Ye mere liye kaafi urgent hai.,Customer reports a delivery issue issue involving about ₹940 and wants a quick resolution.,delivery_issue,neutral,low,2144192,940,branch,"Sorry for the delay, we are checking your delivery status and will update soon."
C0061,hi,Bengaluru,"मेरा ऑर्डर 9 दिन बाद भी डिलीवर नहीं हुआ, कृपया चेक करें।",Customer reports a delivery issue issue involving about ₹2230 and wants a quick resolution.,delivery_issue,negative,medium,8372983,2230,phone,"We apologize for the delivery issue, our team is coordinating with the courier right now."
C0062,hi,Lucknow,"स्क्रीन पर पहले से ही क्रैक है, नया नहीं लग रहा। इसे जल्द से जल्द ठीक करें।",Customer reports a damaged product issue involving about ₹21870 and wants a quick resolution.,damaged_product,negative,medium,9451365,21870,email,"We regret this issue, kindly raise a return and we will process it quickly."
C0063,en,Pune,I ordered X but received completely different item. This is very urgent for me.,I ordered X but received completely different item. This is very urgent for me.,wrong_product,negative,low,7903665,3780,email,We apologize for the mix‑up and will arrange an easy return with refund.
C0064,hinglish,Mumbai,"Account suddenly blocked dikha raha hai, UPI bilkul kaam nahi kar raha. Ye mere liye kaafi urgent hai.",Customer reports a account issue issue involving about ₹770 and wants a quick resolution.,account_issue,negative,high,6100806,770,branch,"We apologize, please verify your details and we will fix the account issue shortly."
C0065,en,Hyderabad,"Login error aa raha hai, OTP bhi nahi aa raha.","Login error aa raha hai, OTP bhi nahi aa raha.",technical_issue,neutral,medium,629370,3350,branch,"Sorry for the technical issue, our team is checking this and will fix it soon."
C0066,en,Hyderabad,Chat support bas same copy paste reply bhej raha hai.,Chat support bas same copy paste reply bhej raha hai.,customer_service_issue,negative,high,3121065,3150,online,"We apologize for the poor support, we are assigning this to a senior agent now."
C0067,hi,Pune,KYC डॉक्यूमेंट डाले हैं पर अभी भी पेंडिंग दिख रहा है। कृपया जल्दी मदद करें।,Customer reports a account issue issue involving about ₹560 and wants a quick resolution.,account_issue,neutral,medium,6767036,560,email,"Sorry for the trouble with your account, we are reviewing it and will restore access soon."
C0068,hi,Kolkata,"स्क्रीन पर पहले से ही क्रैक है, नया नहीं लग रहा। यह मेरे लिए काफी urgent है।",Customer reports a damaged product issue involving about ₹12530 and wants a quick resolution.,damaged_product,negative,low,3504728,12530,chat,"Sorry you got a damaged product, we will arrange pickup and refund or replacement."
C0069,hinglish,Delhi,Delivery marked ho gaya hai lekin mujhe kuch receive nahi hua.,Customer reports a delivery issue issue involving about ₹2130 and wants a quick resolution.,delivery_issue,negative,medium,3907235,2130,chat,"Sorry for the delay, we are checking your delivery status and will update soon."
C0070,hinglish,Jaipur,"Booking cancel ki thi, refund status still processing dikha raha hai. Please jaldi help karo.",Customer reports a refund request issue involving about ₹4010 and wants a quick resolution.,refund_request,negative,high,5919480,4010,branch,"Apologies, we are following up on your refund and will share a clear timeline soon."
C0071,hi,Bengaluru,चैट सपोर्ट से कोई सही जवाब नहीं मिल रहा।,Customer reports a customer service issue issue involving about ₹1240 and wants a quick resolution.,customer_service_issue,neutral,low,6738483,1240,phone,"We apologize for the poor support, we are assigning this to a senior agent now."
C0072,hi,Hyderabad,"मोबाइल नंबर अपडेट नहीं हो रहा, बार‑बार एरर आता है।",Customer reports a account issue issue involving about ₹380 and wants a quick resolution.,account_issue,negative,low,3053251,380,branch,"We apologize, please verify your details and we will fix the account issue shortly."
C0073,en,Kolkata,"Order is stuck in transit for 2 days, this is too slow. Kindly fix this soon.","Order is stuck in transit for 2 days, this is too slow. Kindly fix this soon.",delivery_issue,negative,low,2691691,1370,chat,"We apologize for the delivery issue, our team is coordinating with the courier right now."
C0074,hinglish,Bengaluru,Box theek tha lekin andar product tutा hua mila.,Customer reports a damaged product issue involving about ₹18090 and wants a quick resolution.,damaged_product,negative,medium,8595334,18090,email,"Sorry you got a damaged product, we will arrange pickup and refund or replacement."
C0075,hinglish,Lucknow,Promised callback within 24 hours but abhi tak kisi ka call nahi aaya. Ye mere liye kaafi urgent hai.,Customer reports a customer service issue issue involving about ₹3610 and wants a quick resolution.,customer_service_issue,neutral,medium,3356289,3610,phone,"Sorry you had this experience, we have escalated your case to the concerned team."
C0076,hi,Ahmedabad,"कस्टमर केयर को 1 बार फ़ोन किया, हर बार बस वेट करने को बोलते हैं। यह मेरे लिए काफी urgent है।",Customer reports a customer service issue issue involving about ₹1740 and wants a quick resolution.,customer_service_issue,positive,low,8471359,1740,chat,"Sorry you had this experience, we have escalated your case to the concerned team."
C0077,hinglish,Mumbai,Promised callback within 24 hours but abhi tak kisi ka call nahi aaya.,Customer reports a customer service issue issue involving about ₹3460 and wants a quick resolution.,customer_service_issue,positive,medium,3364668,3460,chat,"Sorry you had this experience, we have escalated your case to the concerned team."
C0078,en,Kolkata,Promised callback within 24 hours but nobody called. This is very urgent for me.,Promised callback within 24 hours but nobody called. This is very urgent for me.,customer_service_issue,neutral,low,6184718,2550,app,"We apologize for the poor support, we are assigning this to a senior agent now."
C0079,hi,Kolkata,"मेरा अकाउंट अचानक ब्लॉक दिखा रहा है, कुछ भी नहीं कर पा रहा।",Customer reports a account issue issue involving about ₹390 and wants a quick resolution.,account_issue,positive,medium,1421576,390,branch,"Sorry for the trouble with your account, we are reviewing it and will restore access soon."
C0080,hi,Delhi,रिटर्न हो गया लेकिन रिफंड अभी तक अकाउंट में नहीं आया।,Customer reports a refund request issue involving about ₹9120 and wants a quick resolution.,refund_request,negative,high,3974328,9120,phone,"We are sorry for the delay, your refund is being processed on priority."
C0081,hi,Chennai,पार्सल खोलते ही प्रोडक्ट टूटा हुआ निकला।,Customer reports a damaged product issue involving about ₹7510 and wants a quick resolution.,damaged_product,neutral,medium,7441664,7510,online,"We regret this issue, kindly raise a return and we will process it quickly."
C0082,hinglish,Lucknow,"Photo mein kuch aur tha, parcel mein kuch aur nikla. Isko jaldi resolve karo please.",Customer reports a wrong product issue involving about ₹1870 and wants a quick resolution.,wrong_product,negative,medium,3157410,1870,branch,We apologize for the mix‑up and will arrange an easy return with refund.
C0083,en,Pune,Package showing out for delivery since yesterday but nothing has come.,Package showing out for delivery since yesterday but nothing has come.,delivery_issue,neutral,medium,4650876,2090,branch,"We apologize for the delivery issue, our team is coordinating with the courier right now."
C0084,hi,Ahmedabad,लिस्टिंग जैसी फोटो थी वैसा प्रोडक्ट बिल्कुल नहीं है। इसे जल्द से जल्द ठीक करें।,Customer reports a wrong product issue involving about ₹1080 and wants a quick resolution.,wrong_product,negative,low,3889125,1080,phone,We apologize for the mix‑up and will arrange an easy return with refund.
C0085,en,Lucknow,"Screen cracked on arrival, this looks used already. This is very urgent for me.","Screen cracked on arrival, this looks used already. This is very urgent for me.",damaged_product,negative,high,4469292,12650,email,"We regret this issue, kindly raise a return and we will process it quickly."
C0086,hi,Lucknow,"कस्टमर केयर को 4 बार फ़ोन किया, हर बार बस वेट करने को बोलते हैं। इसे जल्द से जल्द ठीक करें।",Customer reports a customer service issue issue involving about ₹1560 and wants a quick resolution.,customer_service_issue,negative,medium,5715980,1560,app,"We apologize for the poor support, we are assigning this to a senior agent now."
C0087,en,Pune,Delivery boy marked delivered but I didn't get the parcel.,Delivery boy marked delivered but I didn't get the parcel.,delivery_issue,positive,medium,9368287,1950,branch,"We apologize for the delivery issue, our team is coordinating with the courier right now."
C0088,hi,Chennai,बिल पे किया फिर भी ऐप में पेंडिंग दिखा रहा है। कृपया जल्दी मदद करें।,Customer reports a payment issue issue involving about ₹9200 and wants a quick resolution.,payment_issue,negative,medium,8755852,9200,phone,"We understand your concern, our payments team is checking this and will update you shortly."
C0089,en,Delhi,"Can't login to my account, showing number not registered. This is very urgent for me.","Can't login to my account, showing number not registered. This is very urgent for me.",account_issue,negative,high,6491235,950,branch,"We apologize, please verify your details and we will fix the account issue shortly."
C0090,hinglish,Chennai,"Chat support sirf copy paste reply bhej raha hai, koi real help nahi. Isko jaldi resolve karo please.",Customer reports a customer service issue issue involving about ₹4600 and wants a quick resolution.,customer_service_issue,negative,low,8172708,4600,phone,"We apologize for the poor support, we are assigning this to a senior agent now."
C0091,hinglish,Lucknow,Return pickup ho gaya par refund abhi tak account mein nahi aaya. Isko jaldi resolve karo please.,Customer reports a refund request issue involving about ₹2540 and wants a quick resolution.,refund_request,negative,high,3833642,2540,phone,"Apologies, we are following up on your refund and will share a clear timeline soon."
C0092,hinglish,Lucknow,"Login error aa raha hai, OTP bhi receive nahi ho raha.",Customer reports a technical issue issue involving about ₹2830 and wants a quick resolution.,technical_issue,negative,high,8364007,2830,phone,"We apologize, please share a screenshot and we will troubleshoot this quickly."
C0093,en,Hyderabad,KYC pending dikha raha hai even after uploading docs.,KYC pending dikha raha hai even after uploading docs.,account_issue,negative,high,8357828,630,phone,"We apologize, please verify your details and we will fix the account issue shortly."
C0094,en,Chennai,"Network drops every few minutes, calls not stable.","Network drops every few minutes, calls not stable.",technical_issue,negative,medium,5975182,2120,branch,"We apologize, please share a screenshot and we will troubleshoot this quickly."
C0095,en,Chennai,Video buffering ho raha hai even on good Wi‑Fi.,Video buffering ho raha hai even on good Wi‑Fi.,technical_issue,positive,low,3757516,1080,branch,"We apologize, please share a screenshot and we will troubleshoot this quickly."
C0096,hi,Kolkata,"मेरा अकाउंट अचानक ब्लॉक दिखा रहा है, कुछ भी नहीं कर पा रहा। इसे जल्द से जल्द ठीक करें।",Customer reports a account issue issue involving about ₹800 and wants a quick resolution.,account_issue,negative,high,2272969,800,phone,"Sorry for the trouble with your account, we are reviewing it and will restore access soon."
C0097,en,Lucknow,"Screen cracked on arrival, this looks used already.","Screen cracked on arrival, this looks used already.",damaged_product,positive,medium,9363781,21910,app,"Sorry you got a damaged product, we will arrange pickup and refund or replacement."
C0098,en,Bengaluru,I paid the bill but your app still shows payment pending. Please help quickly.,I paid the bill but your app still shows payment pending. Please help quickly.,payment_issue,negative,medium,8723566,12540,app,"We understand your concern, our payments team is checking this and will update you shortly."
C0099,hinglish,Kolkata,Box theek tha lekin andar product tutा hua mila.,Customer reports a damaged product issue involving about ₹14240 and wants a quick resolution.,damaged_product,negative,medium,146037,14240,branch,"We regret this issue, kindly raise a return and we will process it quickly."
C0100,hinglish,Ahmedabad,KYC upload kiya tha fir bhi pending status hi aa raha hai.,Customer reports a account issue issue involving about ₹10 and wants a quick resolution.,account_issue,negative,high,6152477,10,online,"Sorry for the trouble with your account, we are reviewing it and will restore access soon."
C0101,hi,Lucknow,कलर और साइज दोनों गलत भेज दिए गए हैं। इसे जल्द से जल्द ठीक करें।,Customer reports a wrong product issue involving about ₹1130 and wants a quick resolution.,wrong_product,positive,medium,7411489,1130,phone,"Sorry you received the wrong item, please raise a return so we can replace or refund it."
C0102,hinglish,Bengaluru,"Please mera refund jaldi process karo, kaafi din ho gaye.",Customer reports a refund request issue involving about ₹10970 and wants a quick resolution.,refund_request,negative,high,9663416,10970,app,"We are sorry for the delay, your refund is being processed on priority."
C0103,hinglish,Mumbai,"Please mera refund jaldi process karo, kaafi din ho gaye. Isko jaldi resolve karo please.",Customer reports a refund request issue involving about ₹680 and wants a quick resolution.,refund_request,negative,medium,9852540,680,branch,"We are sorry for the delay, your refund is being processed on priority."
C0104,hinglish,Mumbai,Box theek tha lekin andar product tutा hua mila. Ye mere liye kaafi urgent hai.,Customer reports a damaged product issue involving about ₹22260 and wants a quick resolution.,damaged_product,negative,low,928377,22260,phone,"Sorry you got a damaged product, we will arrange pickup and refund or replacement."
C0105,hi,Lucknow,"नेटवर्क अचानक चला जाता है, कॉल ड्रॉप हो रही है। कृपया जल्दी मदद करें।",Customer reports a technical issue issue involving about ₹1330 and wants a quick resolution.,technical_issue,negative,medium,2330101,1330,chat,"We apologize, please share a screenshot and we will troubleshoot this quickly."
C0106,hinglish,Kolkata,"Chat support sirf copy paste reply bhej raha hai, koi real help nahi.",Customer reports a customer service issue issue involving about ₹4430 and wants a quick resolution.,customer_service_issue,neutral,low,9305313,4430,email,"We apologize for the poor support, we are assigning this to a senior agent now."
C0107,en,Kolkata,"Customer care ko 2 baar call kiya, koi proper answer nahi mila.","Customer care ko 2 baar call kiya, koi proper answer nahi mila.",customer_service_issue,neutral,medium,8078627,1340,app,"We apologize for the poor support, we are assigning this to a senior agent now."
C0108,hinglish,Ahmedabad,KYC upload kiya tha fir bhi pending status hi aa raha hai.,Customer reports a account issue issue involving about ₹440 and wants a quick resolution.,account_issue,negative,high,4813328,440,online,"We apologize, please verify your details and we will fix the account issue shortly."
C0109,hinglish,Chennai,"Customer care ko 2 baar call kiya, bas template type answer mil raha hai.",Customer reports a customer service issue issue involving about ₹2960 and wants a quick resolution.,customer_service_issue,negative,medium,572568,2960,app,"Sorry you had this experience, we have escalated your case to the concerned team."
